Property_Age,Location,Market_Trend,ROI
7,Coastal,Falling,82.46483851385089
52,Rural,Rising,77.92778108083799
59,Urban,Rising,91.09214966465701
4,Suburban,Falling,90.7399352683737
67,Historic,Falling,46.85576991493616
5,Urban,Stable,98.08144782051592
95,Historic,Stable,48.65248310605857
93,Industrial,Rising,67.16881345760771
46,Historic,Stable,72.30072338641509
98,Metropolitan,Stable,49.60419292322835
54,Touristic,Falling,64.97065776918353
39,Rural,Stable,76.51332082231731
51,Residential,Rising,80.70101214281978
15,Coastal,Stable,83.97956182203814
12,Metropolitan,Rising,105.8710465311019
29,Historic,Falling,65.59216002721801
18,Mountainous,Rising,101.70585591926897
16,Rural,Stable,82.82612410353305
62,Metropolitan,Falling,61.67602898040858
18,Coastal,Stable,83.53373541738024
91,Touristic,Falling,41.47021376242304
57,Rural,Falling,52.182923475910926
54,Coastal,Stable,74.14068799643269
89,Industrial,Stable,44.45356079104636
100,Industrial,Falling,30.18178849086816
89,Coastal,Falling,33.837271131103705
61,Metropolitan,Stable,74.0469421988437
22,Rural,Rising,103.42738360633145
8,Metropolitan,Stable,100.33652889236464
11,Suburban,Falling,79.83381062677195
0,Historic,Stable,91.02276382066506
57,Suburban,Rising,76.19190977603864
0,Industrial,Stable,101.14525153173808
33,Touristic,Falling,79.21454693819086
95,Urban,Stable,68.15885041031082
47,Historic,Falling,67.79739856152845
88,Industrial,Falling,40.56841827277533
0,Metropolitan,Stable,104.47106062203942
15,Metropolitan,Falling,95.65461568811816
60,Metropolitan,Falling,65.68662787927614
63,Touristic,Rising,90.54460780135861
62,Suburban,Rising,84.01453670063333
68,Urban,Rising,79.97890316087945
21,Metropolitan,Rising,106.25977682967508
92,Residential,Falling,43.9000209228319
66,Historic,Stable,65.8375001951126
75,Rural,Falling,51.30245366460251
25,Residential,Falling,65.83263086411132
15,Urban,Falling,83.257916359191
50,Touristic,Stable,77.52366489529406
100,Urban,Rising,71.07210401734338
85,Rural,Falling,36.32312546436557
56,Historic,Falling,64.61613353589419
28,Rural,Rising,94.89917057039341
77,Coastal,Falling,52.27115112361387
91,Historic,Stable,44.85233461377501
68,Urban,Falling,61.361511813450655
46,Metropolitan,Falling,73.49471393065659
93,Urban,Rising,69.77483501011346
61,Urban,Falling,65.9782870042336
68,Historic,Falling,49.617367598024444
75,Coastal,Stable,58.176035405318295
15,Urban,Rising,112.66781977532594
89,Residential,Rising,54.66743845779555
89,Industrial,Stable,58.23525059452702
47,Mountainous,Falling,66.40949478184224
84,Mountainous,Rising,58.17399053658333
38,Urban,Rising,97.9191802172766
99,Residential,Falling,40.00749388079022
32,Metropolitan,Falling,72.82353338057158
93,Touristic,Rising,68.70989216688301
100,Touristic,Falling,44.60742349582497
22,Historic,Rising,90.77209728746553
9,Mountainous,Falling,80.96178418382007
68,Urban,Falling,57.99856712018605
99,Touristic,Stable,62.37153534485368
33,Urban,Falling,75.36677839336295
51,Historic,Stable,73.45989470006579
94,Mountainous,Falling,29.723068061899177
9,Rural,Rising,99.69095098075019
18,Industrial,Rising,96.0615557867568
57,Industrial,Falling,55.52854474692235
95,Touristic,Falling,45.518408514023044
0,Industrial,Rising,101.66242487327439
68,Rural,Falling,54.77270390007452
3,Urban,Stable,108.4972892754769
15,Historic,Stable,87.08919557071675
23,Rural,Stable,78.0168124598918
79,Historic,Stable,64.46974665693413
1,Historic,Stable,90.1010128354606
91,Mountainous,Falling,32.202888707584265
31,Urban,Falling,69.43689041740114
90,Residential,Stable,50.4972594845633
83,Industrial,Falling,42.41291807242382
23,Residential,Falling,78.65478324573169
11,Mountainous,Stable,92.55542281722774
49,Historic,Falling,61.951006122925186
34,Touristic,Falling,76.64316402268625
32,Industrial,Falling,74.54988636098834
32,Industrial,Stable,88.33694950876266
60,Urban,Falling,70.04489599564951
50,Coastal,Rising,77.68234184575395
42,Suburban,Rising,87.90782776941087
100,Suburban,Stable,42.989551372663925
11,Suburban,Rising,93.97466342070013
66,Coastal,Stable,57.50480468939028
64,Urban,Rising,81.20910797931127
32,Coastal,Rising,89.51979839481771
39,Suburban,Rising,95.80290576287729
73,Mountainous,Stable,54.091552621940664
42,Rural,Stable,80.61744244845664
43,Historic,Falling,61.91370224153715
28,Coastal,Stable,70.91807506277328
12,Urban,Rising,106.4713699853483
11,Urban,Rising,115.38348496583845
94,Residential,Stable,49.72334759664618
45,Rural,Stable,74.52225599331979
1,Touristic,Stable,111.1425200442219
34,Industrial,Falling,62.81831855532136
86,Suburban,Rising,56.74124784953875
80,Touristic,Falling,43.68135695351788
89,Residential,Falling,44.885410356213924
7,Suburban,Rising,104.31242116814802
92,Rural,Rising,62.61983259795557
25,Residential,Stable,76.58494387971609
73,Suburban,Stable,50.478755220400735
89,Rural,Falling,33.901908457833336
33,Metropolitan,Stable,83.88713863820648
6,Touristic,Stable,109.76979454456428
67,Touristic,Rising,86.5006336189125
57,Industrial,Rising,74.2088967968984
74,Rural,Stable,59.496259966299924
28,Coastal,Rising,87.6081887692613
35,Metropolitan,Stable,89.32139880390828
88,Mountainous,Rising,55.30952131129001
20,Suburban,Rising,98.75125722986965
35,Metropolitan,Rising,93.25148351207804
9,Rural,Rising,104.52957514271579
100,Historic,Stable,42.86288545902829
72,Suburban,Falling,45.04962023200863
23,Urban,Rising,111.56498358624827
63,Touristic,Stable,74.38473092446883
98,Rural,Stable,44.38909314475721
48,Urban,Rising,94.79089154175632
98,Industrial,Falling,29.300044652125575
35,Residential,Rising,93.0343179463018
81,Mountainous,Stable,53.802776467957756
95,Mountainous,Falling,40.503938578342186
23,Urban,Stable,85.76063269488456
22,Touristic,Rising,102.08787020933502
61,Industrial,Falling,54.52290069672742
95,Historic,Stable,52.65149606809264
36,Touristic,Stable,90.4020553196874
11,Metropolitan,Stable,97.53761481191292
54,Mountainous,Rising,79.5897387866169
12,Metropolitan,Falling,95.2828455086349
22,Suburban,Rising,93.0000575828872
88,Coastal,Rising,59.45567519782346
98,Rural,Rising,46.55147678623544
29,Industrial,Falling,69.10463832328595
16,Touristic,Rising,98.30186480657738
61,Mountainous,Rising,73.92832660483397
83,Metropolitan,Rising,78.44067571621373
88,Residential,Rising,50.40180262476592
85,Suburban,Stable,58.671044123103954
12,Rural,Rising,97.348884366719
58,Rural,Stable,65.86417566436697
18,Touristic,Rising,103.4879010993073
48,Industrial,Falling,52.4338155872567
99,Historic,Stable,41.5850541285188
11,Residential,Stable,99.98705034224743
60,Touristic,Stable,69.51977251873274
18,Metropolitan,Stable,88.05728819137225
75,Coastal,Falling,48.20645513703551
8,Urban,Rising,110.57111742413842
70,Historic,Stable,58.38335104602176
27,Industrial,Falling,71.57223971676127
77,Suburban,Stable,59.72101305348078
94,Historic,Rising,55.064182001073426
51,Mountainous,Stable,70.47205104141308
82,Industrial,Falling,49.11937331065002
15,Coastal,Rising,92.52355666622603
68,Mountainous,Falling,39.38909328030685
98,Historic,Rising,59.35404246047958
11,Urban,Rising,122.01481287801487
24,Urban,Rising,102.96322673175592
51,Coastal,Stable,70.50966100532978
84,Rural,Falling,41.520957834530044
99,Residential,Falling,43.44030420755129
52,Suburban,Falling,58.611215335275666
22,Rural,Rising,93.06717919992532
15,Urban,Stable,102.05431907134601
56,Urban,Rising,84.5786351890159
38,Metropolitan,Falling,69.57653149462072
52,Mountainous,Stable,73.41150189772847
41,Historic,Stable,71.54226396163928
57,Suburban,Stable,61.622699861619935
38,Coastal,Falling,76.50024079286594
13,Historic,Stable,87.60701598388644
94,Metropolitan,Stable,60.47113041148666
4,Urban,Rising,113.14764120503888
34,Coastal,Rising,83.56840254814836
86,Urban,Stable,65.44716810010961
92,Suburban,Stable,50.57289491893362
74,Mountainous,Rising,64.70310084180034
17,Historic,Rising,98.6659516892817
75,Historic,Rising,64.92844952934999
8,Rural,Falling,75.47752319945735
73,Coastal,Falling,42.471663728239385
57,Residential,Rising,77.8502931048149
16,Metropolitan,Stable,95.08634535035777
6,Residential,Rising,109.50852009521981
45,Rural,Falling,62.285209433310214
12,Suburban,Stable,85.07398353273209
39,Metropolitan,Falling,76.28908819321956
41,Mountainous,Stable,68.02866339212697
8,Residential,Falling,80.57934379737648
49,Mountainous,Stable,72.09583388239137
26,Residential,Stable,82.97836153817653
65,Mountainous,Stable,69.0139996525988
4,Residential,Stable,105.98758562922225
28,Mountainous,Falling,74.35698685670643
36,Rural,Falling,72.8939816389276
37,Industrial,Stable,89.2173132982862
82,Metropolitan,Stable,58.968870760917625
7,Coastal,Falling,82.15313704387505
64,Suburban,Stable,60.61001733956671
85,Touristic,Stable,66.71328855130537
16,Urban,Stable,98.3580945973831
70,Coastal,Rising,65.90783840048033
88,Urban,Stable,61.05473908173522
44,Metropolitan,Rising,98.23461369827943
3,Coastal,Stable,86.98137684487467
35,Mountainous,Falling,63.513277221805104
69,Mountainous,Rising,65.76362457479095
30,Touristic,Rising,101.63198277743454
18,Urban,Stable,102.2025803980748
60,Suburban,Stable,54.95132767346995
53,Metropolitan,Rising,88.97199281739292
38,Mountainous,Falling,61.378896413624076
90,Industrial,Falling,45.02701387414992
73,Rural,Stable,57.31515862214373
89,Rural,Falling,41.153369695386985
18,Residential,Falling,75.9933150239897
38,Suburban,Stable,81.62109401594923
66,Rural,Falling,62.243157653988916
44,Residential,Stable,67.3266733505928
12,Urban,Rising,104.23721941002674
91,Mountainous,Stable,51.10748951277353
57,Mountainous,Rising,72.41798825849041
19,Industrial,Rising,100.16791885200136
91,Coastal,Falling,44.97058729542169
71,Rural,Falling,46.76711843876771
60,Urban,Falling,61.18231366679262
38,Historic,Stable,74.6261048917364
0,Rural,Falling,85.5200910698151
2,Suburban,Rising,105.57418594947596
76,Coastal,Falling,35.73591470475415
91,Rural,Falling,34.662722405749406
61,Urban,Stable,72.47950325564707
62,Rural,Stable,60.01505334126556
24,Suburban,Rising,78.67645053823523
55,Historic,Stable,58.05813767322653
32,Metropolitan,Falling,72.47320737207816
37,Touristic,Stable,85.9235789957339
5,Historic,Rising,100.31898903259345
57,Residential,Falling,53.34215458735713
43,Rural,Rising,87.4825748039642
44,Mountainous,Stable,76.9806683246188
31,Industrial,Stable,80.24959326740937
44,Mountainous,Rising,83.6006014135933
60,Historic,Falling,50.716697245332945
46,Mountainous,Stable,68.31503834671736
20,Urban,Stable,86.46175308437391
79,Mountainous,Falling,44.24624284110835
84,Coastal,Stable,56.928706448555985
74,Metropolitan,Rising,84.7716494838728
100,Rural,Stable,43.77610071047268
